DetId,x,y,z,dx,dy
257,-0.49353,-21.0834,-220.011,0.707142,-0.707071
258,0.62984,-21.1246,-220.016,-0.707035,-0.707178
259,-0.55095,-21.0258,-220.02,0.706912,-0.707302
1000,0.51389,56.0124,203.357,-0.707107,0.707107
1001,-0.51389,56.0124,203.361,0.707107,0.707107
1002,0.51389,56.0124,203.366,-0.707107,0.707107
1003,-0.51389,56.0124,203.37,0.707107,0.707107
1004,0.51389,56.0124,203.375,-0.707107,0.707107
1005,-0.51389,56.0124,203.379,0.707107,0.707107
1006,0.51389,56.0124,203.384,-0.707107,0.707107
1007,-0.51389,56.0124,203.388,0.707107,0.707107
1008,0.51389,56.0124,203.393,-0.707107,0.707107
1009,-0.51389,56.0124,203.397,0.707107,0.707107
1010,-0.51389,-56.0594,203.357,0.707107,-0.707107
1011,0.51389,-56.0594,203.361,-0.707107,-0.707107
1012,-0.51389,-56.0594,203.366,0.707107,-0.707107
1013,0.51389,-56.0594,203.37,-0.707107,-0.707107
1014,-0.51389,-56.0594,203.375,0.707107,-0.707107
1015,0.51389,-56.0594,203.379,-0.707107,-0.707107
1016,-0.51389,-56.0594,203.384,0.707107,-0.707107
1017,0.51389,-56.0594,203.388,-0.707107,-0.707107
1018,-0.51389,-56.0594,203.393,0.707107,-0.707107
1019,0.51389,-56.0594,203.397,-0.707107,-0.707107
1020,57.1294,-0.51389,203.807,0.707107,0.707107
1021,57.1294,0.51389,203.811,0.707107,-0.707107
1022,57.1294,-0.51389,203.816,0.707107,0.707107
1023,57.1294,0.51389,203.82,0.707107,-0.707107
1024,57.1294,-0.51389,203.825,0.707107,0.707107
1025,57.1294,0.51389,203.829,0.707107,-0.707107
1026,57.1294,-0.51389,203.834,0.707107,0.707107
1027,57.1294,0.51389,203.838,0.707107,-0.707107
1028,57.1294,-0.51389,203.843,0.707107,0.707107
1029,57.1294,0.51389,203.847,0.707107,-0.707107
1030,21.8853,2.87264,212.53,0.604842,0.796346
1031,21.8889,3.89072,212.534,0.796391,-0.604782
1032,21.9212,2.91985,212.539,0.604705,0.796449
1033,21.8439,3.92489,212.543,0.796332,-0.60486
1034,21.9377,2.9416,212.548,0.604453,0.796641
1035,21.798,3.95974,212.552,0.796587,-0.604524
1036,21.9535,2.96255,212.557,0.603821,0.79712
1037,21.7463,3.99889,212.561,0.796785,-0.604263
1038,21.9967,3.01952,212.566,0.604042,0.796953
1039,21.708,4.02778,212.57,0.797414,-0.603433
1040,-2.43051,19.9942,212.98,-0.798414,0.602109
1041,-3.44685,19.8933,212.984,0.60215,0.798383
1042,-2.46139,20.0174,212.989,-0.798141,0.602471
1043,-3.45357,19.8844,212.993,0.601968,0.798521
1044,-2.44915,20.0082,212.998,-0.79823,0.602353
1045,-3.46867,19.8644,213.002,0.602205,0.798341
1046,-2.44599,20.0058,213.007,-0.798746,0.601668
1047,-3.47127,19.8609,213.011,0.601419,0.798934
1048,-2.46233,20.0181,213.016,-0.799206,0.601057
1049,-3.49674,19.8271,213.02,0.601917,0.798558
1050,2.67192,-20.218,212.98,0.798697,-0.601733
1051,3.69227,-20.0535,212.984,-0.601179,-0.799114
1052,2.68691,-20.2293,212.989,0.798676,-0.601762
1053,3.70593,-20.0354,212.993,-0.602182,-0.798359
1054,2.67783,-20.2224,212.998,0.798734,-0.601685
1055,3.69983,-20.0435,213.002,-0.601717,-0.79871
1056,2.6541,-20.2046,213.007,0.798984,-0.601353
1057,3.67267,-20.0796,213.011,-0.601415,-0.798937
1058,2.62562,-20.1832,213.016,0.798787,-0.601614
1059,3.63491,-20.1298,213.02,-0.60165,-0.798759
1200,1.00037,22.0349,214.608,-0.720593,0.693358
1201,0.14245,21.9784,214.612,0.692642,0.721282
1202,1.06687,21.971,214.617,-0.720901,0.693038
1203,0.11566,21.9505,214.621,0.692732,0.721195
1204,1.11232,21.9273,214.626,-0.721163,0.692765
1205,0.0934401,21.9273,214.63,0.692991,0.720946
1206,1.17999,21.8623,214.635,-0.72114,0.69279
1207,0.0448901,21.8768,214.639,0.69348,0.720476
1208,1.21983,21.8241,214.644,-0.721202,0.692725
1209,0.0490901,21.8811,214.648,0.692831,0.7211
1210,-0.69702,-20.6211,214.608,0.706084,-0.708129
1211,0.44694,-20.6,214.612,-0.707867,-0.706346
1212,-0.68494,-20.6332,214.617,0.706241,-0.707972
1213,0.40981,-20.637,214.621,-0.707703,-0.70651
1214,-0.64001,-20.6782,214.626,0.707433,-0.706781
1215,0.39365,-20.6532,214.63,-0.708354,-0.705857
1216,-0.62269,-20.6956,214.635,0.705975,-0.708237
1217,0.32693,-20.7199,214.639,-0.707149,-0.707064
1218,-0.60326,-20.715,214.644,0.706404,-0.707809
1219,0.3098,-20.7369,214.648,-0.707855,-0.706358
1220,21.7719,0.55409,215.058,0.710275,0.703925
1221,21.7947,1.50199,215.062,0.703619,-0.710578
1222,21.7691,0.55132,215.067,0.710243,0.703957
1223,21.7894,1.50745,215.071,0.704021,-0.71018
1224,21.7413,0.52367,215.076,0.710742,0.703453
1225,21.7378,1.55943,215.08,0.703515,-0.710681
1226,21.7239,0.50648,215.085,0.710454,0.703744
1227,21.7079,1.58964,215.089,0.703707,-0.71049
1228,21.7112,0.49392,215.094,0.710529,0.703668
1229,21.6878,1.60983,215.098,0.703886,-0.710313
1230,21.0348,-0.55132,219.53,0.710235,0.703965
1231,21.0852,0.42168,219.534,0.704485,-0.709719
1232,21.0507,-0.5355,219.539,0.709799,0.704405
1233,21.0498,0.45726,219.543,0.703732,-0.710465
1234,21.0487,-0.53747,219.548,0.710096,0.704104
1235,21.0266,0.4807,219.552,0.704463,-0.709741
1236,21.0294,-0.55668,219.557,0.70992,0.704283
1237,21.0037,0.50378,219.561,0.704277,-0.709925
1238,21.0002,-0.58576,219.566,0.709425,0.704781
1239,21.0002,0.5073,219.57,0.704579,-0.709625
1240,-0.11191,20.9297,219.98,-0.706269,0.707943
1241,-1.09957,20.9028,219.984,0.708053,0.706159
1242,-0.0935401,20.9113,219.989,-0.705779,0.708432
1243,-1.09226,20.9101,219.993,0.707895,0.706317
1244,-0.0841101,20.9018,219.998,-0.706888,0.707325
1245,-1.08968,20.9127,220.002,0.707273,0.706941
1246,-0.0561701,20.8739,220.007,-0.706835,0.707378
1247,-1.12822,20.8742,220.011,0.707483,0.706731
1248,-0.0464601,20.8642,220.016,-0.707403,0.70681
1249,-1.12252,20.8799,220.02,0.707187,0.707027
1250,-1.2985,-21.2636,219.98,0.707584,-0.706629
1251,-0.19472,-21.2746,219.984,-0.706372,-0.70784
1252,-1.2781,-21.284,219.989,0.70804,-0.706172
1253,-0.21303,-21.2929,219.993,-0.706212,-0.708
1254,-1.23375,-21.3282,219.998,0.708409,-0.705802
1255,-0.21953,-21.2995,220.002,-0.70589,-0.708322
1256,-1.24004,-21.3219,220.007,0.708766,-0.705444
1257,-0.25001,-21.3301,220.011,-0.705266,-0.708943
1258,-1.22337,-21.3384,220.016,0.709416,-0.70479
1259,-0.25941,-21.3396,220.02,-0.705096,-0.709111
